path,label,width,height,pixel_sha256,phash,split_group,split
Basil_Plant_Unhealthy/IMG_20201217_150931.jpg,Unhealthy,300,300,3cf16aa50d37b9ca667e40f581399d878e36e9c259ab427c267496164d1f5c35,3804671115863700417,group-00535,test
Basil_Plant_Unhealthy/IMG_20201217_150933.jpg,Unhealthy,300,300,2ede87eff8b7af35d9180d546276b0b6deee748d6f82e71f6c580f4021aa511f,1471736002715300801,group-00536,development
Basil_Plant_Unhealthy/IMG_20201217_150938.jpg,Unhealthy,300,300,2441572ae4b9801b73ebd7495c2685d9b6e6ae7817ea8d773a3acb0359ea3cd8,5226418853565415926,group-00537,test
Basil_Plant_Unhealthy/IMG_20201217_150939.jpg,Unhealthy,300,300,5406edb06a5f0d348f7afbe76cad12b13a6e910e1f273a37390e6b0d9c9e5ed3,5089058789918360054,group-00538,development
Basil_Plant_Unhealthy/IMG_20201217_150941.jpg,Unhealthy,300,300,121b21505f1a32b70590cb8c226e1b756c6df27e42b630ca884a1d0fa9adcae9,881828398516791710,group-00539,development
Basil_Plant_Unhealthy/IMG_20201217_150942.jpg,Unhealthy,300,300,659a66aa75792d21be05addaf3719d106fd0e8c5dc1549ad5d890bff8b689c06,1763373975072793022,group-00540,development
Basil_Plant_Unhealthy/IMG_20201217_150944.jpg,Unhealthy,300,300,695842e403ca05c6402096cc34df0ea1a2bb06edb317eaf1befdc50e22ddb7c0,448372903069204918,group-00541,development
Basil_Plant_Unhealthy/IMG_20201217_150947.jpg,Unhealthy,300,300,c70b1ddd1521cd2402df62451337c74026937fb6b469394dcbd35706b5afc7c7,826553089074512310,group-00542,test
Basil_Plant_Unhealthy/IMG_20201217_150953.jpg,Unhealthy,300,300,c92f7ee8501b655ac3f7caf0ebedd5db2feace26bafc40ff988d4610e1a0c5c4,2193485259801601366,group-00544,development
Basil_Plant_Unhealthy/IMG_20201217_150954.jpg,Unhealthy,300,300,184eb4cac66f2eeb6567e75d1177aae2a0967f3505846afb0dd4443e44419fa0,2193485122362649942,group-00544,development
Basil_Plant_Unhealthy/IMG_20201217_150959.jpg,Unhealthy,300,300,d247722a7765ac5abdd87cd2191238986a81092ce030e1d79ce13e34aa07af5e,3324209285202155844,group-00545,development
Basil_Plant_Unhealthy/IMG_20201217_151001.jpg,Unhealthy,300,300,93b5df28d23b9a60fd1608b8d66fd87df4e96ff525084735bb2a1ad372a77ecc,1018367642325454916,group-00546,development
Basil_Plant_Unhealthy/IMG_20201217_151003.jpg,Unhealthy,300,300,a7fc6ad440c28880779dd289accac78607fecc330b30795bf52f41136c7f7fe8,9205518620263827958,group-00547,development
Basil_Plant_Unhealthy/IMG_20201217_151006.jpg,Unhealthy,300,300,9cee4441ed65d71305856f79eae98356ea9a75a709ffb85f6a2a18736510a856,3182985209863951610,group-00548,test
Basil_Plant_Unhealthy/IMG_20201217_151008.jpg,Unhealthy,300,300,3a559e7a28fd4709aa17408bd41cab45d60ee3de1e7ccb5142234dd4991dca96,2069876849077540094,group-00550,development
Basil_Plant_Unhealthy/IMG_20201217_151009.jpg,Unhealthy,300,300,840c7f5ad8ee6e37a37b90a2cad21408cb9e701e7f2e11c65a3994110dba1410,4339691044109178110,group-00550,development
Basil_Plant_Unhealthy/IMG_20201217_151012.jpg,Unhealthy,300,300,89f74648e0efd2060abab407b269628c6bca518b0695919f53c3a2426228fc31,7053829066096531182,group-00551,development
Basil_Plant_Unhealthy/IMG_20201217_151015.jpg,Unhealthy,300,300,7485625a4402cf31565a774967a07ead9a7e8a88962b5db6702be4b8771d3e1f,1824629941799719867,group-00552,development
Basil_Plant_Unhealthy/IMG_20201217_151021.jpg,Unhealthy,300,300,04fe935d053c6597cc218084bea0cb0d28b38a7a89fd191c73e36d0b03a0b2ad,8949178075686474991,group-00553,development
Basil_Plant_Unhealthy/IMG_20201217_151025.jpg,Unhealthy,300,300,c12c66ee05a204fa7d69e6e51180a5baf5fbd8d62837552d57c246604448e2a1,1406686981885314238,group-00554,test
Basil_Plant_Unhealthy/IMG_20201217_151031.jpg,Unhealthy,300,300,af67bf3849efcc09c4b97a0cd6ebf6143328a5c020a3879367b04c9096969510,1429407322845983547,group-00555,test
Basil_Plant_Unhealthy/IMG_20201217_151032.jpg,Unhealthy,300,300,c31f3d50909382520c33f9896fe16e22ac40d27a91107059087e6e983a824c9e,1429407202721133099,group-00556,development
Basil_Plant_Unhealthy/IMG_20201217_151033.jpg,Unhealthy,300,300,3c4406920d0a8b039e7e406f3a5a3e9f9511aafe5980b7d968c8705073a32b77,7392109613032927851,group-00557,development
Basil_Plant_Unhealthy/IMG_20201217_151034.jpg,Unhealthy,300,300,4a5bf36d24bcfe3d3a31e969fe50a579c5c2a6be51e12fde98aea44807f76031,8216269995182912123,group-00558,development
Basil_Plant_Unhealthy/IMG_20201217_151035.jpg,Unhealthy,300,300,21d70a3b6902c62a062e34c7dc36e9f89c3be392813f0e7c5b473d5dcb16c15c,78265502888351482,group-00559,test
Basil_Plant_Unhealthy/IMG_20201217_151036.jpg,Unhealthy,300,300,8797bd54f212dbcaf96489c9a400466a23707053e78b578e5cc38fff3e93e1d0,2348080771912423162,group-00560,development
Basil_Plant_Unhealthy/IMG_20201217_151037.jpg,Unhealthy,300,300,7db251ef7554dbe5698325785b707fb853bd488ab1ea5b89afb230e214d45419,269701601235785466,group-00565,development
Basil_Plant_Unhealthy/IMG_20201217_151038.jpg,Unhealthy,300,300,54a2d3a0676a13851e73f970ed5aa702ad482a1670cadef250659655b7817484,269701599633561342,group-00565,development
Basil_Plant_Unhealthy/IMG_20201217_151039.jpg,Unhealthy,300,300,22b0489beff50df39b786dcbafebd7e3fe0da9aa6c24cce20403a72ead01dbdf,125586411561899774,group-00565,development
Basil_Plant_Unhealthy/IMG_20201217_151040.jpg,Unhealthy,300,300,ae0534fbe7484cf5d41413d4059ee9cd0070dc0c3b8cdd694f658731216144d7,125586411561899774,group-00565,development
Basil_Plant_Unhealthy/IMG_20201217_151041.jpg,Unhealthy,300,300,e7d55c13b9dbc133e0b9826fd2f440d14147c99617a96c556f66cc67cf9200cb,125025523461215998,group-00565,development
Basil_Plant_Unhealthy/IMG_20201217_151045.jpg,Unhealthy,300,300,28b3f9b7ae16dbc320c87d3d933974f85ad66c34c34051a8571d1705daa4f2b5,1079951892007819003,group-00566,development
Basil_Plant_Unhealthy/IMG_20201217_151046.jpg,Unhealthy,300,300,fdb3fa62af7c7594a22666681fa74e48f114340b2d24be3ec654bdf0845d0a3d,1003415161939367675,group-00567,development
Basil_Plant_Unhealthy/IMG_20201217_151048.jpg,Unhealthy,300,300,601f6380a376c03f2b059b2c35c6a788ed6ec8da834cf69f4233334b465b43e7,694923125162481339,group-00568,test
Basil_Plant_Unhealthy/IMG_20201217_151049.jpg,Unhealthy,300,300,11719c8f8151fd1634b103f291e12dc2c5fc72c639f0a9eaddf0bc7fe5c589fd,983470152073056443,group-00569,development
Basil_Plant_Unhealthy/IMG_20201217_151055.jpg,Unhealthy,300,300,217b2482e4e0338e5c9ed7d84f84289a66a10e4a7b08836e2e57e10440b98179,5674762128440332669,group-00570,development
Basil_Plant_Unhealthy/IMG_20201217_151122.jpg,Unhealthy,300,300,2d53d73934f481f4454aa868d77b7a3206c294ceaca08628e87955433521e28d,5661738181252128567,group-00571,development
Basil_Plant_Unhealthy/IMG_20201217_151123.jpg,Unhealthy,300,300,313ac1fa80e133708fa0713ba844d6944acacb6fe1d4132dca69343e94918f41,7390658651998686007,group-00572,test
Basil_Plant_Unhealthy/IMG_20201217_151123_1.jpg,Unhealthy,300,300,2dd9204e472c0e2716c61fe1b41449872f5786978930f2f254979bf18630adaf,4024112197136712465,group-00573,development
Basil_Plant_Unhealthy/IMG_20201217_151126.jpg,Unhealthy,300,300,d7f51ffe905ea6b5b3b0212c2197ce1ff713170aed644780f162a28744231d89,1054625993485762415,group-00574,development
Basil_Plant_Unhealthy/IMG_20201217_151128.jpg,Unhealthy,300,300,04663270805b86dd9e1a58d4e4b54a7ee272d9f9260f4f9f9ea9810df97d6e2c,5666241789470482211,group-00575,development
Basil_Plant_Unhealthy/IMG_20201217_151132.jpg,Unhealthy,300,300,6b34321e896e9507ec2ab7199efcac757a44bc7274ee30a90440c0529d5a1ec7,5258146190111581011,group-00576,test
Basil_Plant_Unhealthy/IMG_20201217_151133.jpg,Unhealthy,300,300,1db7e2d80015ba6958494c6d60dd37c1621dcc0e12ac03b58c2b43db5fb6b948,3078474608448692723,group-00577,development
Basil_Plant_Unhealthy/IMG_20201217_151135.jpg,Unhealthy,300,300,6adc876260cd47af39b8ced1928b359fa8cc0f7efd19613f0b2000b39f9cb37c,1306291129765328715,group-00578,development
Basil_Plant_Unhealthy/IMG_20201217_151135_1.jpg,Unhealthy,300,300,4f2114fb318ec410287fd5e9271f95d4f766e4486553622a2915f1eae7d07a83,3918273069774733139,group-00579,development
Basil_Plant_Unhealthy/IMG_20201217_151136.jpg,Unhealthy,300,300,d389cf4da5c4eb85a5f5be014b84c7d2d95501e574ac430aa794fd6f99028deb,5878007650190817115,group-00580,test
Basil_Plant_Unhealthy/IMG_20201217_151137.jpg,Unhealthy,300,300,ae449bd878fb8449af10f6148c250c891de3fdce6db0452c653d410628f46bb4,1580942169077043706,group-00581,development
Basil_Plant_Unhealthy/IMG_20201217_151549.jpg,Unhealthy,300,300,6c116e8197c340fd28a36220a4c5a63021cb6849c6512141ebed71eb328d9c7e,6467601913259773099,group-00582,test
Basil_Plant_Unhealthy/IMG_20201217_151552.jpg,Unhealthy,300,300,8776fcd91626fc5cd136b0aed32211492f9d851b6a624c617b1a06fe1bc3f75b,250584788597759147,group-00585,test
Basil_Plant_Unhealthy/IMG_20201217_151553.jpg,Unhealthy,300,300,509be3a2d6ef4caebba32205d99b09d2044851314b2ab00cb4f323fc1697fcf4,250584805710519467,group-00585,test
Basil_Plant_Unhealthy/IMG_20201217_151555.jpg,Unhealthy,300,300,135b1fd2637932f8497b4806e4177b73ad473aca6a24c6bc8a8d8d8a16dee934,824793741622271147,group-00585,test
Basil_Plant_Unhealthy/IMG_20201217_151557.jpg,Unhealthy,300,300,5fc2c3e86061999525090ceb0ea8c758f0b64a029eec43bf8fc8dc20c5ec6afe,4265546027183798443,group-00586,development
Basil_Plant_Unhealthy/IMG_20201217_151600.jpg,Unhealthy,300,300,56c15ddde89884bb0b7d2cbf703dff689fd31e11fc463c8e0d210c2700f2c80f,3707029442080438507,group-00587,development
Basil_Plant_Unhealthy/IMG_20201217_151601.jpg,Unhealthy,300,300,8868c96fcac974608d8c0419e5ae689638dca6d9bf3a82844866ca115f82593f,230373262742141051,group-00590,development
Basil_Plant_Unhealthy/IMG_20201217_151602.jpg,Unhealthy,300,300,ef802ce11de2efb702890df4d177fc7909c57e6678b7da282ecac590a5852c91,230373262742141051,group-00590,development
Basil_Plant_Unhealthy/IMG_20201217_151604.jpg,Unhealthy,300,300,2610e84a22e5abb2171c0cc5fdb27c4688a83256b92c7747f075d7f9f21f03bd,806834015041370235,group-00590,development
Basil_Plant_Unhealthy/IMG_20201217_151605.jpg,Unhealthy,300,300,fc3df9c388123fef1b3067d000624803595c9407ae4386720305f82530371bd6,248353026630908027,group-00591,development
Basil_Plant_Unhealthy/IMG_20201217_151607.jpg,Unhealthy,300,300,08bf4450a90e0c8b04cab543f1a42c48639f956325982da0006d789f1548fb52,7351637123427138107,group-00592,development
Basil_Plant_Unhealthy/IMG_20201217_151608.jpg,Unhealthy,300,300,9895f4d22a95a274c3444d96c1245282ab289540f6a6f1166ed2bc787f38d547,1614051610467678779,group-00593,development
Basil_Plant_Unhealthy/IMG_20201217_151609.jpg,Unhealthy,300,300,0a3bbb6ddb05041198861efc5ae0c7cd9a6bc3bace05348f68eb3b896c6237bb,794396478829378107,group-00594,development
Basil_Plant_Unhealthy/IMG_20201217_151609_1.jpg,Unhealthy,300,300,6f667e1a79a476dc759d12a20c694a4b7f3f684e8544e6c71d7752b8d144a369,8963925790008965675,group-00595,development
Basil_Plant_Unhealthy/IMG_20201217_151610.jpg,Unhealthy,300,300,98b79ceac37191a1e9ebc6c8e27830abe449899ae4f052a39de8ba94bd39e22b,5259767872803199019,group-00596,development
Basil_Plant_Unhealthy/IMG_20201217_151611.jpg,Unhealthy,300,300,8251e01468136e0b50ce181c4ff04f4bc2f68c673398e0db5c517adf22db68c9,7378676312170191403,group-00597,development
Basil_Plant_Unhealthy/IMG_20201217_151612.jpg,Unhealthy,300,300,ac3dc44ef4cc18c60ec4e476a1fd475c2260d13054006eb36c89013277b6a02f,2766979299833969195,group-00598,development
Basil_Plant_Unhealthy/IMG_20201217_151613.jpg,Unhealthy,300,300,d4b181a6282371d2603fc59a1066f532ac782dfefae0d2640d8bbdb1fde78c72,5532217783195163435,group-00599,development
Basil_Plant_Unhealthy/IMG_20201217_151614.jpg,Unhealthy,300,300,c4630767ab0a789beaf556e112768462fb10e77d48301c33f6056d78c4fb6a12,8408839542957308203,group-00600,test
Basil_Plant_Unhealthy/IMG_20201217_151615.jpg,Unhealthy,300,300,3e113305c622e2313c4a45a3d1c922fd2ec55d97205ce84aa24bbdc8956fa010,3691574019986582571,group-00601,development
Basil_Plant_Unhealthy/IMG_20201217_151616.jpg,Unhealthy,300,300,065416bc83fe97faafcc5b30498ba27ef20bdfbce9d1aaa823c037f04fd5da40,3682549228816321707,group-00602,development
Basil_Plant_Unhealthy/IMG_20201217_151617.jpg,Unhealthy,300,300,368e8b68c3e96536ca00607d81b33f91d5fb2b76282217c3b4061005bf0f1b41,3680288651213556907,group-00603,development
Basil_Plant_Unhealthy/IMG_20201217_151620.jpg,Unhealthy,300,300,9659d60817a869c53de3b745a8a6ff6b7e8afac4d8b05b3ef93e9f8d7b9dba24,4346478354964102715,group-00604,test
Basil_Plant_Unhealthy/IMG_20201217_151621.jpg,Unhealthy,300,300,edf796ae9c3d47f4de35ee8849b1ca811053007d9b3b5b52035b3ba73fcf50ef,2051610395940961851,group-00605,test
Basil_Plant_Unhealthy/IMG_20201217_151622.jpg,Unhealthy,300,300,c7e645f6b398f74304987c0d1e496e5f280322a14b64af441a915deb2e184d60,449511534923038270,group-00606,development
Basil_Plant_Unhealthy/IMG_20201217_151623.jpg,Unhealthy,300,300,6dedf86cc7f37425af2868bf852798b28cda41d7fccf3906198e1bf99b30f30f,5537309096889760826,group-00607,development
Basil_Plant_Unhealthy/IMG_20201217_151624.jpg,Unhealthy,300,300,7d32323ede78da837e92b9bc39ab4ea095943455287325416379523141fe840a,350428963520331323,group-00608,development
Basil_Plant_Unhealthy/IMG_20201217_151627.jpg,Unhealthy,300,300,f56182d7516f8c9459f8064d28c103a0316e58f2127d46072ec61c3f9b82763f,807013894978743870,group-00609,development
Basil_Plant_Unhealthy/IMG_20201217_151629.jpg,Unhealthy,300,300,bd5add53270078eb64ca0e68ce8f81042f2a9ffcc3262e0a18dbed6d46e138b2,2334162964776954923,group-00610,development
Basil_Plant_Unhealthy/IMG_20201217_151630.jpg,Unhealthy,300,300,0d4415f0904fa5349d03bc0a15ef7a0750249fb563d8fa40e75fe02711c1d691,3526561266143538219,group-00611,development
Basil_Plant_Unhealthy/IMG_20201217_151631.jpg,Unhealthy,300,300,776331ff99623e944e02c8107358a1792cf4745472b649ec69a935d4733800ce,2140596346003078715,group-00612,development
Basil_Plant_Unhealthy/IMG_20201217_151632.jpg,Unhealthy,300,300,115d3d136d2cb0666590c269e6b0ccd7267b1bd35c6c8b6a90778b61e7ee753f,1655646229971221562,group-00613,development
Basil_Plant_Unhealthy/IMG_20201217_151635.jpg,Unhealthy,300,300,04ce73afbf01a7cb3f3dd478f81c7c3d2e849e1fa64fb4c5b6770acf7d598662,2636462149610208366,group-00614,development
Basil_Plant_Unhealthy/IMG_20201217_151636.jpg,Unhealthy,300,300,fe25eb7a38d40a9d6047a3fc5141ae6756d511a294315376f05457cad8a42bfc,7027331048808606846,group-00615,development
Basil_Plant_Unhealthy/IMG_20201217_151636_1.jpg,Unhealthy,300,300,1667d098886cf2a5a47b835d090d3b6f3404980de4e03b311823c680638a083a,712024322315611258,group-00616,development
Basil_Plant_Unhealthy/IMG_20201217_151637.jpg,Unhealthy,300,300,68fac7152a46807c976b67cf74d178a27f4e5c75a36b55110c5fe7495ea1d77e,2819696027858073979,group-00617,test
Basil_Plant_Unhealthy/IMG_20201217_151638.jpg,Unhealthy,300,300,a37b2f1cbb91033514a47e6d3433d2ecde7ec9beec46691c8cc1557412201c3b,2748310919397468539,group-00618,development
Basil_Plant_Unhealthy/IMG_20201217_151639.jpg,Unhealthy,300,300,e4d3872a0a1c97150c840ecfc427138e91d5474d279fc550e652e691af31cafc,3184524980004285563,group-00619,development
Basil_Plant_Unhealthy/IMG_20201217_151644.jpg,Unhealthy,300,300,ad19cb1f6a45025a243185a977141c26f4701a89694ec2d4300f12e35d6941eb,3508817052395010859,group-00620,development
Basil_Plant_Unhealthy/IMG_20201217_151645.jpg,Unhealthy,300,300,1a605bb7eabaf61f6a242917f8e79539cb604a82e625eed2ce86cccb7ef6daa0,3185758578278818667,group-00621,development
Basil_Plant_Unhealthy/IMG_20201217_151647.jpg,Unhealthy,300,300,e7d8cd77ba9650d279901ec1c108ee6a89e5978ea0d1fe42d2e89ac7eb4a7110,1391127013807766315,group-00622,test
Basil_Plant_Unhealthy/IMG_20201217_151648.jpg,Unhealthy,300,300,82679e7d75e3c8b4b555fc44ae78cb887598ce70fe9f05c3bf2d5f4a94539fb0,8013200108773313323,group-00623,development
Basil_Plant_Unhealthy/IMG_20201217_151650.jpg,Unhealthy,300,300,902237e12b96fa32393ae0f35078ab61fafdad31fca03a5c5f41b1425e84e56c,2621961195166251819,group-00624,development
Basil_Plant_Unhealthy/IMG_20201217_151651.jpg,Unhealthy,300,300,7017f0218f1cc09cbe96c24caa0e005f3f7eff794e4f11f19a3c5ba4a2e1c69f,928200585556945390,group-00625,development
Basil_Plant_Unhealthy/IMG_20201217_151653.jpg,Unhealthy,300,300,857b3f1ac0d2748faea1d5c100eb48979338fbb6ed73ab9e449a93b209c6c36e,2781119982107245630,group-00626,test
Basil_Plant_Unhealthy/IMG_20201217_151655.jpg,Unhealthy,300,300,0604d7ca6d60f61677a9a52c6ae181aa216f258775d76398e4f3a1b65fa2d45d,8652002604215660158,group-00627,development
Basil_Plant_Unhealthy/IMG_20201217_151657.jpg,Unhealthy,300,300,cd131ea417da5a408db12e01e38a0dfda7fc96081d2180f5eb72fab00092588e,8653161489203416702,group-00628,development
Basil_Plant_Unhealthy/IMG_20201217_151658.jpg,Unhealthy,300,300,6ae85780e840c27ed27a5e583e025260c665e1dfef1dd589c76f4db7d4cdcbc5,7521628127430119038,group-00629,development
Basil_Plant_Unhealthy/IMG_20201217_151700.jpg,Unhealthy,300,300,e06f7bd4606da68947adc0ccd3433bc917f1b78737d27a990dfb1d1d3c9c1f8d,2435152605289844286,group-00630,development
Basil_Plant_Unhealthy/IMG_20201217_151701.jpg,Unhealthy,300,300,ea0d638d4497717cbc687a3bc9391e005c496b87c49146d26d7770e452a4d3a2,469371648030219838,group-00631,development
Basil_Plant_Unhealthy/IMG_20201217_151703.jpg,Unhealthy,300,300,8cfffb489be7d744900b608bc342c9c01af2594775ccbcc19d0008e862cfea2c,253260700697955966,group-00632,test
Basil_Plant_Unhealthy/IMG_20201217_151705.jpg,Unhealthy,300,300,4d0a494a982bd800ce0a0e0e864b3172dfa5beac8e980a5182b0abf04d855515,5927208824954625598,group-00633,development
Basil_Plant_Unhealthy/IMG_20201217_151705_1.jpg,Unhealthy,300,300,06f072e078237db1d2ae36ea08c6b68fce0d8a53fd7e2f469da1c9cda477f64e,5931676149221105214,group-00634,test
Basil_Plant_Unhealthy/IMG_20201217_151707.jpg,Unhealthy,300,300,65ae86d8adde485ec5ae56331a7c58b784ba14c08fcbe6cf9b29f12a5ceca7ed,2739811091924377150,group-00635,development
Basil_Plant_Unhealthy/IMG_20201217_151708.jpg,Unhealthy,300,300,181b3873f11ba382001d041efda46e3b72495e83ad8064222f4409cd12475762,2440431834401789486,group-00636,development
Basil_Plant_Unhealthy/IMG_20201217_151709.jpg,Unhealthy,300,300,fca15498f7289967be02237d8dfe7dd6815cc54760fcc5337439c82ca3ad2e71,7417617719140406846,group-00637,test
Basil_Plant_Unhealthy/IMG_20201217_151710.jpg,Unhealthy,300,300,8244214b1b66c33ac45b9acf1a5fb53e8e3adf8ff814b7c8def2710b3694d064,2955989766016128747,group-00638,development
Basil_Plant_Unhealthy/IMG_20201217_151716.jpg,Unhealthy,300,300,58e4d6b72aa7aca04b2d4d3a86dc077714558f865984de3f77ff102dffa522f9,2970575036856452779,group-00639,test
Basil_Plant_Unhealthy/IMG_20201217_151718.jpg,Unhealthy,300,300,aeb895ee0962a598078e19f2503e6a5496c2ab0c0801748604dfd84080a3e1e0,1741086359929275627,group-00640,development
Basil_Plant_Unhealthy/IMG_20201217_151720.jpg,Unhealthy,300,300,a18333484aff6c96f57da14a83f08a7ac2ea3b99549020db256b7857189409ab,6357178529152287982,group-00641,development
Basil_Plant_Unhealthy/IMG_20201217_151723.jpg,Unhealthy,300,300,24ec14033c39db979b4a2ab36c6b04e7f1986e13ce36958a636de0167a7ae08f,4813006810906412270,group-00642,development
Basil_Plant_Unhealthy/IMG_20201217_151724.jpg,Unhealthy,300,300,4a4fd7b305fc4dcddbb56b4ac174dae162e5d3e3d4a42acb7b425df2de1dbeac,453026521428319471,group-00643,test
Basil_Plant_Unhealthy/IMG_20201217_151725.jpg,Unhealthy,300,300,d45ac77480cc68b66735ef559e540ca78d33e9c1059b138b4a466c5bd9262150,6645395710354447599,group-00644,test
Basil_Plant_Unhealthy/IMG_20201217_151727.jpg,Unhealthy,300,300,911a13830a85bc2a8edbf0a99bfdf91751957f206ba18afefc8330fca3397d3d,8950957948834923758,group-00645,development
Basil_Plant_Unhealthy/IMG_20201217_151728.jpg,Unhealthy,300,300,9603e4b3042fba5147d7e66689d4d3ffa831e03d9d06c79479c32aa1d9494320,8680728502175515886,group-00646,development
Basil_Plant_Unhealthy/IMG_20201217_151730.jpg,Unhealthy,300,300,3ab55de026b9c1387e27f196f6ed35aac0aae84d277e5894ee868135eaa5f2af,4338290899613435119,group-00647,test
Basil_Plant_Unhealthy/IMG_20201217_151735.jpg,Unhealthy,300,300,e25bf8808710de308ebd5048d17e841d2297991ecd315811e57ae3824f3062b3,1278525348790783659,group-00648,development
Basil_Plant_Unhealthy/IMG_20201217_151736.jpg,Unhealthy,300,300,1349c76be501439e1a4fd82c270cde77f224f7c0914a8729521cb76920d2de90,5813650264015621547,group-00649,development
Basil_Plant_Unhealthy/IMG_20201217_151737.jpg,Unhealthy,300,300,922b2c6bebf9640f63029f87a96aafffa80a086c869d06ee8ca1f4cb1cac2d09,8191553072716154283,group-00650,development
Basil_Plant_Unhealthy/IMG_20201217_151738.jpg,Unhealthy,300,300,c36215b03d324fc168e9c05a32d78051c00cffa3a7cd6f4f8fa5e426cdf3521c,7047636696938173627,group-00651,development
Basil_Plant_Unhealthy/IMG_20201217_151740.jpg,Unhealthy,300,300,4dc2fc25f79e9d72d369eb1b83261ed4a766a63255665a190e8ea7c7d8d70d59,7053195699197939899,group-00652,development
Basil_Plant_Unhealthy/IMG_20201217_151741.jpg,Unhealthy,300,300,e2ff2984ff849b6f238153d9318ca2755d88d6b3231d5ca6ba7c64ed41a769a7,7184644513254707390,group-00653,development
Basil_Plant_Unhealthy/IMG_20201217_151742.jpg,Unhealthy,300,300,da635b7dc0c4c54bda2981429874e146e913a9884455b971b18d486c81b2b528,7204664322088358590,group-00654,development
Basil_Plant_Unhealthy/IMG_20201217_151744.jpg,Unhealthy,300,300,6e4686bb74eef3253ea401b35f91ce6b2f5855be99653633241340e1f771c1b7,7034196060025230266,group-00655,development
Basil_Plant_Unhealthy/IMG_20201217_151745.jpg,Unhealthy,300,300,440c31ba296ad86117653fa76431fd48421b9eca601f17ce10176e55efbb5ca8,7044681004518330814,group-00656,development
Basil_Plant_Unhealthy/IMG_20201217_151748.jpg,Unhealthy,300,300,ced76db589e64e3d37d0192429fbd096cf68aa4775562783881cd38b2cc7f0a7,3342742177634890387,group-00657,development
Basil_Plant_Unhealthy/IMG_20201217_151749.jpg,Unhealthy,300,300,ba06f24fac2a814b649517bc6488f17f43a649a9850f634c3f7eae2fdc9ff0e5,2767125850320319379,group-00658,development
Basil_Plant_Unhealthy/IMG_20201217_151752.jpg,Unhealthy,300,300,2f60c79f87858d64096e36dff41c20b24c49f812b0087f881b70a00efa8390b4,3414175094933987679,group-00659,development
Basil_Plant_Unhealthy/IMG_20201217_151753.jpg,Unhealthy,300,300,effbd922b91b49a9cf861ddb0d21a4165dfd268c99b510d1b502082f5cd7b87d,1036283287255294431,group-00660,development
Basil_Plant_Unhealthy/IMG_20201217_151754.jpg,Unhealthy,300,300,a58930bb4b880c9710cbfc553a1b755403fee0272fe8e23e40fbd4a54ff79100,3404103567807000851,group-00661,test
Basil_Plant_Unhealthy/IMG_20201217_151755.jpg,Unhealthy,300,300,62f1ac825dedacfcecccd13d8288d354c5ddeb2681ce3c57e46384e306b3148d,1087775633511463195,group-00662,development
Basil_Plant_Unhealthy/IMG_20201217_151755_1.jpg,Unhealthy,300,300,2703e5836c14767d1727597a95ece62b6d3b3e83f3ec0f25af5554d84950f9c6,1540458090682825163,group-00663,development
Basil_Plant_Unhealthy/IMG_20201217_151759.jpg,Unhealthy,300,300,869ce34841951e4b5d2110835c751428d1be1bbb0358b2f4942505496cddefeb,6323802182703576605,group-00664,development
Basil_Plant_Unhealthy/IMG_20201217_151801.jpg,Unhealthy,300,300,241372564f71d66a9afeb08840c3d9cc565454ef79249ef648f760fbeea3babd,4351547004054553003,group-00666,development
Basil_Plant_Unhealthy/IMG_20201217_151802.jpg,Unhealthy,300,300,eb859825f9c28729c645667f1e098ea4447a4692212f2ba814bcf31dd1264047,2189810386832081323,group-00666,development
Basil_Plant_Unhealthy/IMG_20201217_151803.jpg,Unhealthy,300,300,d4b9b190fb08ba01028d22bc1de3258e3f426ecd4102cb628f665fee15efa50f,2145434006686237099,group-00667,development
Basil_Plant_Unhealthy/IMG_20201217_151806.jpg,Unhealthy,300,300,2bb0556aa03ba260b2bdabea900178a624c58603c83cffcb8eb058c34bf8e4c7,3611014812077883819,group-00669,test
Basil_Plant_Unhealthy/IMG_20201217_151806_1.jpg,Unhealthy,300,300,0d0675f5334c699db9846111d8b051581cac13949c4599e7455852addbd62b7a,8294723240171045291,group-00669,test
Basil_Plant_Unhealthy/IMG_20201217_151808.jpg,Unhealthy,300,300,79163d6d7486577bbe7ccd273b61711d3679ace27d1efe3053c4a3cbc9b5792f,8184807261832642987,group-00671,development
Basil_Plant_Unhealthy/IMG_20201217_151808_1.jpg,Unhealthy,300,300,67360b0320869667eb09e0fa32e4172b4445fdfe80167ebe597dc06a174085a3,8184877630576820651,group-00671,development
Basil_Plant_Unhealthy/IMG_20201217_151809.jpg,Unhealthy,300,300,97df07a5127e96f18336300c6c0c9f3159632d9516979721624b94f8002ce96a,1136704107269820843,group-00672,development
Basil_Plant_Unhealthy/IMG_20201217_151810.jpg,Unhealthy,300,300,58e8a73c98265031df080a76db5428cd7e3ae804d18e2d501871bd30a0eab4ec,5640299438217298347,group-00673,development
Basil_Plant_Unhealthy/IMG_20201217_151811.jpg,Unhealthy,300,300,161fb3e539e0248591de07e3fb9635b29f0da2e7bcf685282ef84b3e19ec616c,2050260091861615019,group-00674,development
Basil_Plant_Unhealthy/IMG_20201217_151823.jpg,Unhealthy,300,300,6baf81ef20a0631cd60dc56765252882aa5921b442ef699ed86fa8b8865d30a1,3593357947995820971,group-00675,development
