path,label,group,width,height,sha256,pixel_sha256,phash,split_group,split,role
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181939.jpg,Healthy,,300,300,11d7427815f067a91e60435e1ff84c3da3e8fb2b66176160a379dbf502795aeb,db2d31cf0da9af91e699a6ab64ea88050a2d27aa77def05de7ebf5bfae5baf5a,1787333056661443759,group-00091,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181944.jpg,Healthy,,300,300,05079659a9f31cf7bcfb05cddf9eafe8cdbced2e4453066510b7c7baf86d13bf,e1b42afa1f8cbd35d3c0948b47a7b598a51d321a886feb6244a850235b39cad5,6039964363283694078,group-00092,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181949.jpg,Healthy,,300,300,fcbed0023f531b2a4aa851d78c846f80884e58c5cbea211faece8b5a167a38a6,abc79d3da82e69156103a9a078fc79ca4145d7d3203c9418639fac0578e0ae6b,6639943862361425150,group-00093,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181954.jpg,Healthy,,300,300,e28cf2cae1f3f680c5049c32444832cfaa1ad249ca94242400bc6bb9f4124e14,b80fbdd3e73fb8e91d9251948003e9f0847a8f2e2ed3b6a8fdeda1992a9ed7c1,8133960063214900411,group-00094,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182000.jpg,Healthy,,300,300,36f7da0b3d97f5afe65eb3867dcb77459a7e669c13fe04625cf5f83e51eae267,ae8c80de043f46ac14fe7f4bdbadc4c3870c39f527757338afc5cd9929007e91,7805252546709193198,group-00095,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182004.jpg,Healthy,,300,300,d85c543713c866d032c09434d7357a9161f1bd8f51f152943cc03b46af576088,e8847039c1479eea5c367ad7dec8af164de3662045e39343502860931a1634b4,416298082713567674,group-00096,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182012.jpg,Healthy,,300,300,cdbd71fc3c2b92ee2aa000331dba8d9952a97277d5830478610d68b33d9e4ce9,74b8d7de7826cf62a8a8725ddfe47a3927caf57feaae1fc1eafd261f8f19a35f,7258124550604751339,group-00097,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182022.jpg,Healthy,,300,300,dc5786fce21341cd765c7643e47bd11e4904fe57a4e4e7c33769992779f59a7c,20e4cedf812572627490b430f12472e200b57569ffe62e64f4335726050da564,7631033538503280382,group-00098,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182027.jpg,Healthy,,300,300,58607b26e34118dd4a549d51c6bda3ed4b5baa9a44cf4e55e7da3b79c0bc3246,e9353bba05e5b244964d5898b7688f25522e15fe1c7a4524e786e1831af47c2f,8685142790789809726,group-00099,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182032.jpg,Healthy,,300,300,1f35099dd937a732ae58713de9e8937c1cfe508b3a3995bf4154f8a640a1217e,dac1cbcc6caf4fb5798e6a3cbb3422721f29a06679644599240433359759fc68,6679232242355687598,group-00100,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182035.jpg,Healthy,,300,300,f4ce6fe11b425c5f8efdf8e70e970495ff89897d251257aad33d9dc2e9cf9d71,ecca5945c76284cecbf7d2306d80d91dc6edeae8d5cf2cba8b41bd0d7dd93afd,254281244720395499,group-00101,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182038.jpg,Healthy,,300,300,2dc4b657ee8800da3505581ace4e9974dc931349a8396dbb0c0384670a38c902,d3c3586f382c75493f94b8687f8e1e0845046280040ad9ecebe888a502ed926e,902627938670974123,group-00102,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182045.jpg,Healthy,,300,300,90fb8a11caa5f5b6f9c00373891a27aa016276a1719816e681cc3de9511f1d77,e6f4fa0cd570ec1efd4a4b1cc06664aa6b9185dd7668ab670477dd6d59e55cd1,4378601898492674490,group-00103,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182055.jpg,Healthy,,300,300,fa2b03666ca8ccf67b671581954abd12df05aae2d37fccc346db35a0e2054304,a437987da631e797d8e3c3cb28946feda4c10d69f39df4c510eea07832c99469,644564399113736490,group-00104,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182100.jpg,Healthy,,300,300,b0d730013ca292d2d8e2cf1bbaa0683b52e50fed8e5f5d4a01d0f9fda1cfeccb,22930819cb50e8bc9ecc92e2743a6c6d8f944e74bea23a1941bbbf367a630ce1,1356140758227132450,group-00105,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182108.jpg,Healthy,,300,300,b4d4a45fff6b074637a92ae1efc1801b07ecd3ff8696637f6d81f4269c657baa,4fd747b21586681ae6bd1509e48cd15b9954709d530f7db338c6b5493ad426cf,5286534119159485474,group-00106,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182116.jpg,Healthy,,300,300,8cf1daa80e98397ccb738931d9ebe52c7543a24469c4051559784d299ade28d2,fb52f440e45ec927b95043d97d33f38a9e116ccfe36bf4134fa5100fd516371a,8426382539573789163,group-00107,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182123.jpg,Healthy,,300,300,eff344d9cbc208be8fafa10334f77ef24c1b9b02968a5e64236485e97285e033,0b53f786a77fff8e5850a8cdb541ddce14c0947e85f0daba332072f63dabbcaa,4256489666751418810,group-00108,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182128.jpg,Healthy,,300,300,a2bbb23d557e79a51ae29f630d0bef779ff7c5bc594367f700ca206a5fa95592,ccf8c089fe05a85ba780bd148745e770dadf0a422b2f840ca7003c77151247c8,3699913828975858942,group-00110,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182130.jpg,Healthy,,300,300,f4fb19f2c361c4abec8c82b7cc3f3b1c8c483087a585b95e7093555696cb8a8f,ce2426c5e3813e1155d7bf38823cf67a9b7df9c14e1a3c10698a783576298d6c,3733972301157324030,group-00110,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182142.jpg,Healthy,,300,300,ba13c5137dbb54a80fe5fefd241b951e8f6ea6ce9fd39ad83152bc4d92e7baa9,3ba372761bf0d0cba4d76f6cb433479f01c20bb81154875c3432073a4b778581,3621903867461394030,group-00111,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182145.jpg,Healthy,,300,300,de238b2aad1b7331c9498827dc8c23120c195dd9d3af194cb135de96242073fc,919d7c0b2fc6b369fc7a16db7b0912b024031fcdd617771a451246aed7a79783,1203324133318743678,group-00112,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182201.jpg,Healthy,,300,300,7cc18d575fd804b754ae0c56acf7185ef89d9001b42326dfc91539b8c9a0d435,b1bd326381e869644256b396aadb62c3aab93b25d7095b63fcea362c6c886b26,3717050901843510658,group-00113,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182215.jpg,Healthy,,300,300,4e6231a51422115cecd101c64a31c9a59e196b8fce068a4074142599cce41c34,99d79d697ff163dbcecb233255667567c0daf4a992d2c0446bf1e26467e91865,6049190870735027438,group-00114,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182219.jpg,Healthy,,300,300,05001c36670b449d2d93d073cb6bd86ad560175c7f1f9aee4ddc9297acffa584,76a0cd2c3803332b49c55964bd9c34a853621701de58614111e7309b4be28cea,3591637112918259883,group-00115,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182224.jpg,Healthy,,300,300,9d7d3589ca8e20c50905da873519dc8a0d7eee8b3821aad80d16cfb3f7990887,482c2a5d44068e6c72456e8f57ad2c4dc03e90d0179c724f5cf30fa57fa2dfc5,5081997452230149355,group-00116,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182228.jpg,Healthy,,300,300,8332d98831c857a768cb6cd9faca8f5d8d73c63d0f5b01ad9509ccf7fa1a549c,d9a62eb667f0ed8638442f90d4219ffa3867b5e9beef4b8ea37b49b5aed58426,6395575698519167482,group-00117,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181557.jpg,Healthy,,300,300,c3439a02abbfaa7df3b7dd56a70e6f318049d45b30134dbd3eb8fc9a1ddd14ff,5599af6733f5f1b016182f6ca9bf2e0ad939278a748f8b9ad54608429f120858,7273478511076410622,group-00118,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181612.jpg,Healthy,,300,300,e736de440fff940373d09728a0f2de8180dee15f88f3abaaa7ac3a93d4075ff8,3277767e631bd45e19174e3e72180f9c158794f4041011b15c8d059b212a2527,2758944692621395118,group-00119,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181621.jpg,Healthy,,300,300,ff576cea9fdf1fb4db0466775064fa4df654faca6c701cd8d3cd54f641dde204,4a571a836981c8c2e9b8e959b66c238ee2f97b4b63dd5358cfb997e0ac51a435,3345164225934017982,group-00120,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181627.jpg,Healthy,,300,300,5dfd9fe09cf62d2163c4a5c2b2abc8b37c04c3049be22397cf92edc288f58ef3,0a9ed6113db21faf70f321e83443794b1c40200ca7f67ca53b6cdb33dc08f45c,1328044658913989114,group-00121,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181631.jpg,Healthy,,300,300,65eee79d8038d7ef5dd6c8436a31d98ad9b2a8e8f2e162bf030e44d469caaa00,966985d0f3ad9f81adf2c6ad446bb08e209bf0db34412cf552107a133174e968,532165594071876091,group-00122,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181637.jpg,Healthy,,300,300,9a2499edb04df42e3df828f01b5a056a66c8964b25ed2e7acfa873bb23ed6a24,6c458df626ab9f79cf10fdd112e0965bdde049431064410387c38161473ce2b2,2171618636040094203,group-00123,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181655.jpg,Healthy,,300,300,cbbcf5a041d88978c3ba7046292711552702adb36a5f54c372a391817cd638b7,bbb914ca823aece8b589659d307d555096411b929172b3c232f78a79aca35f50,5512869840661814447,group-00124,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181701.jpg,Healthy,,300,300,d21c15b98e083dee08839f2bae9ed3d64576e5906c33260deb7d85b4725921d8,62188fab6ebd518752c3719e7668e8fd645fc883bd6e65b664b67ab3d11e450f,5034059468183491774,group-00125,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181707.jpg,Healthy,,300,300,3fb8fe186306343a2ca3c4c2485dde113a75ca1c9256a3d919ae6b5d4942e100,9161aa8f8cb8c2d6ba9b78044a0bf8ceaff3adadfabb374aa7ff97e07404620e,2542454313318667518,group-00126,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181716.jpg,Healthy,,300,300,3f4662e6fa8e5f7b24005a85685a04a1b7dd0943b10eb8f3d7d8550e8760cf76,06233d6a892dd0a6244a1c109b8403f99b47b09ed2e718f02f6495658b9f1d0c,246656493877515502,group-00127,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181724.jpg,Healthy,,300,300,f5a014ccac96cc3fa91af985a150b19b62abf7c85d3a3c6ec3bfddadae14b4c2,33f317a4d632e3b167d7f2b2e07435b1fcf7b7cd71c2c6901738785c021d553e,7044705441492878571,group-00128,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181730.jpg,Healthy,,300,300,f25ef2aaa034993294ccccbd0fd3d2c0c9d0af3760fcd030fdb38c305cd450ac,69440df9c3d3aaaa023c8732810683f6002ae308aba6b0ca1be6228d0dd10e86,8106993296248992939,group-00129,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181736.jpg,Healthy,,300,300,1fc233bee04518ef1d75469012c17f5db01b2981cdfb6107b837ac2404084563,2ed2db6cd295bf096a814ee8fe7a34de12b892c3fb72b507323ddc276d1e7d96,1336182035092665518,group-00130,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181742.jpg,Healthy,,300,300,828e0460d64ea7968825b9c4e21c9c0023128ead3179593137a8279e37d76989,48c5d3bda77474ba124ab3503ed5968a66903c3260535f45367e1a0649c299f7,8300454248378061999,group-00131,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181751.jpg,Healthy,,300,300,0b95b6e50e43400b97366f2b6cb0abc9bae08c994ae7b6490d7ed736fc5ec3a0,6d24cf347a7844e51116e4462bef886cdd99d9bab88f6a0e8b470ddd348914ac,505661907601749246,group-00132,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181754.jpg,Healthy,,300,300,48a4ab91c0209b870887d89dbf160ee84317663bf7c6f2246be4223e4dce7343,91938c851620cff77128b1f18a13680a7d6ece83aed8397caed1bbc033a3ef40,493263792878001342,group-00133,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181800.jpg,Healthy,,300,300,c27c61e16c71e42c68f09f484c02bd607ff8bdf4828cd014a16200ff10ed60cb,2e0fae095353972ea3c8ee0ce473dd05a9aaad85534df4a824d2b89db4bf7de7,3580551109323398394,group-00134,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165053.jpg,Healthy,,300,300,c5a235460d217e41bb68506de4359c7f1bea36456e17fe4d36141fcd1b2a744c,ae2a40c49dfa7b3b02677f8414e3304cb2c180f2efa68e6ad7a5b5e9638ec87b,7391194588151731962,group-00136,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165056.jpg,Healthy,,300,300,bf8598c319313015087663c44b7502613dd526eef49ceb0db27cf9b50042f13e,fa8a46fb888f53230153c59f5c0e455397ef93d33e71a054f32e2e187ac0f70c,7373171427908966138,group-00136,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165059.jpg,Healthy,,300,300,1026bb82e3d950f9ed5871716731a584f485f8c240f8ac2ce06f14be29c691aa,763d4a48b9cc046a7db3a2afaaf7ca45c7b46dfce4ef7017764b8fec068700f7,4941318403334132478,group-00137,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165103.jpg,Healthy,,300,300,a3aaf1033f12a367f346fdac4826545211953781a36f5f6faa7d97aea843842c,33a10e2da279f3cce17bb4dd1c5417430d689b9ed4530bc820ca8178d9de96ef,4068094739093050106,group-00138,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165109.jpg,Healthy,,300,300,2a495f185fe98a606f5ebff430bbccf7548513f33a1a491d04f9a85bb600c5b6,5717510e8f0d15c0763dce308cfb258dea7d7e8afb48b43a9b97491688c826df,3225635187431191163,group-00139,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165113.jpg,Healthy,,300,300,72737cc98cac3c1d20e2d23da47300cf224ab91136ea2388a9de6e81cf12798f,0308a12a24d2d94ec626a6e47fff1e8d21717bb1cd62a933eada34f3842529ca,8114468149663043435,group-00140,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165119.jpg,Healthy,,300,300,1c8ef647d9f4a277dfd61909003c6cc4a883e995a4da816566ead25f211b388c,127c40de04baf7171a650df090c4199818c542f783dcaad1f4f61e207f5c173f,3910894217202109246,group-00141,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165124.jpg,Healthy,,300,300,97bb5cc42f5d2f6bd49d5b1a10d4c15d739c226beb09c4c25438f4dd1792e73a,571071daf7cfabc3ca98f7d2067085e31b01a695b9200d4e50c831ef2ff751fd,6350575299569073018,group-00142,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165130.jpg,Healthy,,300,300,a6903abb441a38865a2e002dac1bdafc7352fd766a7a624f51b55eb7512d27a6,11e63f8893ca87d30da5380e0a94ff4d7524314293bf26887152dd3981bfd699,900278307298624315,group-00143,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165135.jpg,Healthy,,300,300,d0f0155133a24e864f00876333fbf3098fef4b757fb368c57040ec194b72f26c,0a341999b21a5373e9e2d26a03deb096997c841734d1a9e140bdbf13a09a6b45,5081781050037438398,group-00144,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165143.jpg,Healthy,,300,300,d049e5b6ba7ee6a3ca347fb909dbba27f0307bb985df0d5baffa620e6759425f,63a9d1024090afd18f26857e0fd33e158e2618de7d9d2bfb345bff5666cbe4a7,6461687269711631550,group-00145,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165146.jpg,Healthy,,300,300,08078b9fb93d3c553f7c02606d404b845106b64485ce1bf48fede468b7c686f2,f58f6e8a0aafa6c1a58fb16a5395b40dea2ce67e407063c0980ce22c59a48d5b,8679073676256744686,group-00146,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165151.jpg,Healthy,,300,300,f4678a128a9961ec4676e3b5bd0cca7d394b65f4dbc78d103115633b0301874a,d20b854f6a155a181451705539e8422bd7d65bcb0da39e727a8c98cbb92a3bcb,7352646336511367726,group-00147,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165155.jpg,Healthy,,300,300,8f648d8a376bf7e3d2c077cb70c5c2cc8c23d04f5ccd04c496253df5b06b1b50,4e4b33548ed9e380c5066dcf22c36544bab6797a0b52fe0fda3782d638b54d59,4841596430952588907,group-00148,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165201.jpg,Healthy,,300,300,50b893d5a53fa3938210051e7a704d847f9caa9a82ae5ed10349f26716d64a52,62e90e0fc1928c32573c5143eff7a88ba05b151c5d58c1e7bc5f53497692282d,7245853803311141867,group-00149,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165208.jpg,Healthy,,300,300,3633e9959a37eeb5d0c23d1e2f7969baf4b18cfc0e9ceec70da353dd61e7bace,f716daf0a7e2a13000b7fe5600fb7b739ce6dc1342c50f7ab53e1abf938faada,235813263609381370,group-00150,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165213.jpg,Healthy,,300,300,b2f3b289363557fdf158e1e4f0805b54987128c3f98e81f10bedf74af6fbc3bb,98f4ce422058f2febd30c810fd4fed70f5f74eefb7a5394bf6448a69130ad1b0,4372529175251338106,group-00151,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165225.jpg,Healthy,,300,300,3ab96cda2197513e394c6d97feaa495b7f02c23a50548ceff9d82c30d6b23190,365c435926c4bf2d0e83031705542989cee308f5f591fb4b5de6680df7d28609,5936172657139247068,group-00152,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165232.jpg,Healthy,,300,300,7ce34187da73f50978bccd7797c65fce1557ae6727df19e01bba050f067305c1,26fa4b8bd96986f4bc316c4b11d03e873a08db529a6812b9c4ec96f06ef92f02,7649580041304272356,group-00153,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165237.jpg,Healthy,,300,300,ce24881c39f8ee747338a4c76e0ad4be79d8d27dbfa66eab976beefc3016b768,057bc3369c4e0257f50f8698f6e0fbd53a9451c256579846b4daf19d514eb29f,1766134758961311468,group-00154,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165246.jpg,Healthy,,300,300,39d2990f376049f584510d7b700103155dcb45b601485b3d5ba15111fdd840ca,fd9c0a8638f0ad0d5c8ff6235c4215e957a5a6635b9d8c79dde67da72c9ffcb1,5885890289816803548,group-00157,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165250.jpg,Healthy,,300,300,49418f359fd8f430a18fa6e72381ea4ca42d32b055516e7d664fa6a828bb91d2,479a238ae3077eef39981d9b32e9e2a5479dde5d3d48d0ebeb544fc06471127a,6030005512251349212,group-00157,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165252.jpg,Healthy,,300,300,256563a39896dde0a33208dab6c5f97a5e8b770c38ab778b3813b8deae25fb79,bf6ed6bd35f5d84d7c300ff2acf77c19ad7177d94d59fb491c2d2a4a8f36adce,5885890332765427932,group-00157,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165257.jpg,Healthy,,300,300,638cc98c82c46702cb71ca78b373a634ac83e9b7c68667e201095caf9ccd2c20,21420db658e0aeb766ec4dab80bef335323e331c77190e45e143f44a442a1932,8953594672291506461,group-00158,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165302.jpg,Healthy,,300,300,320280557353759152dcf367444437b6888b29b0413ff8d859e67703ada9227c,81630b4cc60ee7fd2f84263e66c89a4f317ecea2eae4b588035760ab11ed3b53,8386137117946520884,group-00159,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165308.jpg,Healthy,,300,300,c72d10d6090b97c4ea4339ad61af933bb1c6627956a82f891c118fee18fa2098,28edb9c72b15179424760fa92bc593b29248b9121580452e72af0d3de8f42058,7064985380948001092,group-00160,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165321.jpg,Healthy,,300,300,962ee35cac14c67a34e9aef298513d6ea653c2378f5891ebb2ba5b5dfd106812,ec73626419650a10fe499f945db0685fd62307eb4f8e0052d05f581632cf734b,1306536837588432823,group-00161,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165347.jpg,Healthy,,300,300,be0034477a261427ab38cb4d09c6b869dab9132b21f7591a321ffe3f60e769fd,fa814364e4bdaca3805fc1d2e31080fa79ac84ad40e189159db0afbe803568e5,6388162944005006206,group-00162,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165349.jpg,Healthy,,300,300,a0bec9665695a90ecdc0413c4b9a30f67ee5187080f8deed1b58e4e116711086,2ff7b228502bcaa6f79a9c1a4c0db33b1fe13f5e30dbd21b1df5a13e601e8a7a,1511594422415092606,group-00163,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165353.jpg,Healthy,,300,300,0a687556ad8bf54a440cf6429652762d2c4c229af7d3b44f5aa61d765272dfca,cf9f4d7b59096f7da048206dbd2fa6bbc602fe5ce4ed59e15c02ef8d0604029d,7264457271685615227,group-00164,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165357.jpg,Healthy,,300,300,ae8335c1eb483bde47072862d301db1746bb3477323847437dffe6df5f6490da,789ea40b691236ebf907930bd54e30f7b8bcefca637b766be5221022717ebfd3,5051267207167134526,group-00165,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165403.jpg,Healthy,,300,300,ff03c7a438390a1397e2b320272105b83eaedc327773042d0f38ec1e03bc48e5,fee7458473c4bc97faf3eab35aa09f2f50a73b10dc9bc944dd4d81ff141469d9,5282956088261694206,group-00166,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165410.jpg,Healthy,,300,300,f1e79754eb78d8c5d2b3b7d9a4f854bdad1ab62d1aacffe28f1d887ebf2396ab,af6a637757926f0946b0f3cdb30fe6e10c603044034fc77602a1f7996ff7c03e,138577058950504058,group-00167,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165413.jpg,Healthy,,300,300,5b7c465182fa211a12c2338b40364f053a8b8f93fc385987db95a55edf46aaad,3470778a2b0ad789b0f3072534fe7aa00da0ee62f8b90ebfb880a110f9d15d96,5536616764017892986,group-00168,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165418.jpg,Healthy,,300,300,9acbb82b5b884a67b64abe1cfcbe35268d057690dd7b3135d1cf8aa00b25f9df,d4c65a4d4c754fe67171c330b5cc9c0207cccff322d9dbbfe2d6296ce37b3af2,1427870823369560811,group-00169,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104311.jpg,Healthy,,300,300,6ab2426d4a062236df81e74ef4e9de58998b09ede7c83d2db77564ad03257a37,9423107779b5e88f5ca13f6de981319533e7eb5e0b4ee44a3ef8dd473058c2ae,4655835678240794927,group-00170,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104317.jpg,Healthy,,300,300,410ccead7193fd77d21ffad0936cfe732445f0bdfc36d93176a53838bd4a851d,84d36d2dd8ff245c0c04c71a86f3b7e151d1de42abb004f45e4d830f1b2110d8,2773670795975696815,group-00171,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104319.jpg,Healthy,,300,300,0cd73e01f785a14339746b4c6231afa38a6f47c60c64ea5aed2c1036c4d63914,45d0bf473eb91cd03a3c5d5d2fa8261467427f604670d68a55278da34a254ef8,4771060463828068782,group-00172,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104326.jpg,Healthy,,300,300,48304202875e89ded5a894a7cb9754b374aa60e86b4d02c52ca378963517e81f,4a6ee2f28abb4c72419e4f6c8f41a4a5a086517d3adf8c84258d84bc3d5b33f8,3901714503889011118,group-00173,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104334.jpg,Healthy,,300,300,0bc94802d236d39358b32638b3ace79f8a1e83b79d8ca06bcf8558e8c4151a13,d1967766f813f9a95936baafca59ba047ad85656187a5dfa627dcd11fd91b45d,4755366438880319787,group-00174,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104336.jpg,Healthy,,300,300,261192c8403a4c22497644f28fa0d1529fbacc54045e23e76b1125fc9b7ef4ec,b961c989beea259e6654996a25ec83667bd571b4111902d2548fe724f7769a57,8357608364440852523,group-00175,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104339.jpg,Healthy,,300,300,25bc7a9e84a282119ba7c8342f334c7d3ec405f8561b4834163b9ca331b6dc42,1d1f44be171f688c84ec9e9ed485a09fe4446deb32707d7d77f0d258f2f6c62f,5313143405379098923,group-00176,development,train
